output_filename,voice_prompt,style_prompt,voice_id,style_id,pitch,speed,loudness,arousal,valence
V21_S9.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, low arousal, negative valence.",V21,S9,high,slow,normal,low,negative
V21_S10.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, low arousal, neutral valence.",V21,S10,high,slow,normal,low,neutral
V21_S11.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, low arousal, positive valence.",V21,S11,high,slow,normal,low,positive
V21_S12.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, neutral arousal, negative valence.",V21,S12,high,slow,normal,neutral,negative
V21_S13.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, neutral arousal, neutral valence.",V21,S13,high,slow,normal,neutral,neutral
V21_S14.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, neutral arousal, positive valence.",V21,S14,high,slow,normal,neutral,positive
V21_S15.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, high arousal, negative valence.",V21,S15,high,slow,normal,high,negative
V21_S16.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, high arousal, neutral valence.",V21,S16,high,slow,normal,high,neutral
V21_S17.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, normal loudness, high arousal, positive valence.",V21,S17,high,slow,normal,high,positive
V21_S18.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, low arousal, negative valence.",V21,S18,high,slow,loud,low,negative
V21_S19.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, low arousal, neutral valence.",V21,S19,high,slow,loud,low,neutral
V21_S20.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, low arousal, positive valence.",V21,S20,high,slow,loud,low,positive
V21_S21.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, neutral arousal, negative valence.",V21,S21,high,slow,loud,neutral,negative
V21_S22.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, neutral arousal, neutral valence.",V21,S22,high,slow,loud,neutral,neutral
V21_S23.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, neutral arousal, positive valence.",V21,S23,high,slow,loud,neutral,positive
V21_S24.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, high arousal, negative valence.",V21,S24,high,slow,loud,high,negative
V21_S25.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, high arousal, neutral valence.",V21,S25,high,slow,loud,high,neutral
V21_S26.wav,"Voice: young, male, high pitch, and thin texture.","Style: slow speed, loud, high arousal, positive valence.",V21,S26,high,slow,loud,high,positive
V21_S27.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, low arousal, negative valence.",V21,S27,high,normal,quiet,low,negative
V21_S28.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, low arousal, neutral valence.",V21,S28,high,normal,quiet,low,neutral
V21_S29.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, low arousal, positive valence.",V21,S29,high,normal,quiet,low,positive
V21_S30.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, neutral arousal, negative valence.",V21,S30,high,normal,quiet,neutral,negative
V21_S31.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, neutral arousal, neutral valence.",V21,S31,high,normal,quiet,neutral,neutral
V21_S32.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, neutral arousal, positive valence.",V21,S32,high,normal,quiet,neutral,positive
V21_S33.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, high arousal, negative valence.",V21,S33,high,normal,quiet,high,negative
V21_S34.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, high arousal, neutral valence.",V21,S34,high,normal,quiet,high,neutral
V21_S35.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, quiet, high arousal, positive valence.",V21,S35,high,normal,quiet,high,positive
V21_S36.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, low arousal, negative valence.",V21,S36,high,normal,normal,low,negative
V21_S37.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, low arousal, neutral valence.",V21,S37,high,normal,normal,low,neutral
V21_S38.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, low arousal, positive valence.",V21,S38,high,normal,normal,low,positive
V21_S39.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, neutral arousal, negative valence.",V21,S39,high,normal,normal,neutral,negative
V21_S40.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, neutral arousal, neutral valence.",V21,S40,high,normal,normal,neutral,neutral
V21_S41.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, neutral arousal, positive valence.",V21,S41,high,normal,normal,neutral,positive
V21_S42.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, high arousal, negative valence.",V21,S42,high,normal,normal,high,negative
V21_S43.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, high arousal, neutral valence.",V21,S43,high,normal,normal,high,neutral
V21_S44.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, normal loudness, high arousal, positive valence.",V21,S44,high,normal,normal,high,positive
V21_S45.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, low arousal, negative valence.",V21,S45,high,normal,loud,low,negative
V21_S46.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, low arousal, neutral valence.",V21,S46,high,normal,loud,low,neutral
V21_S47.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, low arousal, positive valence.",V21,S47,high,normal,loud,low,positive
V21_S48.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, neutral arousal, negative valence.",V21,S48,high,normal,loud,neutral,negative
V21_S49.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, neutral arousal, neutral valence.",V21,S49,high,normal,loud,neutral,neutral
V21_S50.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, neutral arousal, positive valence.",V21,S50,high,normal,loud,neutral,positive
V21_S51.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, high arousal, negative valence.",V21,S51,high,normal,loud,high,negative
V21_S52.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, high arousal, neutral valence.",V21,S52,high,normal,loud,high,neutral
V21_S53.wav,"Voice: young, male, high pitch, and thin texture.","Style: normal speed, loud, high arousal, positive valence.",V21,S53,high,normal,loud,high,positive
V21_S54.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, low arousal, negative valence.",V21,S54,high,fast,quiet,low,negative
V21_S55.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, low arousal, neutral valence.",V21,S55,high,fast,quiet,low,neutral
V21_S56.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, low arousal, positive valence.",V21,S56,high,fast,quiet,low,positive
V21_S57.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, neutral arousal, negative valence.",V21,S57,high,fast,quiet,neutral,negative
V21_S58.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, neutral arousal, neutral valence.",V21,S58,high,fast,quiet,neutral,neutral
V21_S59.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, neutral arousal, positive valence.",V21,S59,high,fast,quiet,neutral,positive
V21_S60.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, high arousal, negative valence.",V21,S60,high,fast,quiet,high,negative
V21_S61.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, high arousal, neutral valence.",V21,S61,high,fast,quiet,high,neutral
V21_S62.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, quiet, high arousal, positive valence.",V21,S62,high,fast,quiet,high,positive
V21_S63.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, low arousal, negative valence.",V21,S63,high,fast,normal,low,negative
V21_S64.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, low arousal, neutral valence.",V21,S64,high,fast,normal,low,neutral
V21_S65.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, low arousal, positive valence.",V21,S65,high,fast,normal,low,positive
V21_S66.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, neutral arousal, negative valence.",V21,S66,high,fast,normal,neutral,negative
V21_S67.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, neutral arousal, neutral valence.",V21,S67,high,fast,normal,neutral,neutral
V21_S68.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, neutral arousal, positive valence.",V21,S68,high,fast,normal,neutral,positive
V21_S69.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, high arousal, negative valence.",V21,S69,high,fast,normal,high,negative
V21_S70.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, high arousal, neutral valence.",V21,S70,high,fast,normal,high,neutral
V21_S71.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, normal loudness, high arousal, positive valence.",V21,S71,high,fast,normal,high,positive
V21_S72.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, low arousal, negative valence.",V21,S72,high,fast,loud,low,negative
V21_S73.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, low arousal, neutral valence.",V21,S73,high,fast,loud,low,neutral
V21_S74.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, low arousal, positive valence.",V21,S74,high,fast,loud,low,positive
V21_S75.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, neutral arousal, negative valence.",V21,S75,high,fast,loud,neutral,negative
V21_S76.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, neutral arousal, neutral valence.",V21,S76,high,fast,loud,neutral,neutral
V21_S77.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, neutral arousal, positive valence.",V21,S77,high,fast,loud,neutral,positive
V21_S78.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, high arousal, negative valence.",V21,S78,high,fast,loud,high,negative
V21_S79.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, high arousal, neutral valence.",V21,S79,high,fast,loud,high,neutral
V21_S80.wav,"Voice: young, male, high pitch, and thin texture.","Style: fast speed, loud, high arousal, positive valence.",V21,S80,high,fast,loud,high,positive
V22_S0.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, low arousal, negative valence.",V22,S0,high,slow,quiet,low,negative
V22_S1.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, low arousal, neutral valence.",V22,S1,high,slow,quiet,low,neutral
V22_S2.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, low arousal, positive valence.",V22,S2,high,slow,quiet,low,positive
V22_S3.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, neutral arousal, negative valence.",V22,S3,high,slow,quiet,neutral,negative
V22_S4.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, neutral arousal, neutral valence.",V22,S4,high,slow,quiet,neutral,neutral
V22_S5.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, neutral arousal, positive valence.",V22,S5,high,slow,quiet,neutral,positive
V22_S6.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, high arousal, negative valence.",V22,S6,high,slow,quiet,high,negative
V22_S7.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, high arousal, neutral valence.",V22,S7,high,slow,quiet,high,neutral
V22_S8.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, quiet, high arousal, positive valence.",V22,S8,high,slow,quiet,high,positive
V22_S9.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, low arousal, negative valence.",V22,S9,high,slow,normal,low,negative
V22_S10.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, low arousal, neutral valence.",V22,S10,high,slow,normal,low,neutral
V22_S11.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, low arousal, positive valence.",V22,S11,high,slow,normal,low,positive
V22_S12.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, neutral arousal, negative valence.",V22,S12,high,slow,normal,neutral,negative
V22_S13.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, neutral arousal, neutral valence.",V22,S13,high,slow,normal,neutral,neutral
V22_S14.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, neutral arousal, positive valence.",V22,S14,high,slow,normal,neutral,positive
V22_S15.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, high arousal, negative valence.",V22,S15,high,slow,normal,high,negative
V22_S16.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, high arousal, neutral valence.",V22,S16,high,slow,normal,high,neutral
V22_S17.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, normal loudness, high arousal, positive valence.",V22,S17,high,slow,normal,high,positive
V22_S18.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, low arousal, negative valence.",V22,S18,high,slow,loud,low,negative
V22_S19.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, low arousal, neutral valence.",V22,S19,high,slow,loud,low,neutral
V22_S20.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, low arousal, positive valence.",V22,S20,high,slow,loud,low,positive
V22_S21.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, neutral arousal, negative valence.",V22,S21,high,slow,loud,neutral,negative
V22_S22.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, neutral arousal, neutral valence.",V22,S22,high,slow,loud,neutral,neutral
V22_S23.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, neutral arousal, positive valence.",V22,S23,high,slow,loud,neutral,positive
V22_S24.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, high arousal, negative valence.",V22,S24,high,slow,loud,high,negative
V22_S25.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, high arousal, neutral valence.",V22,S25,high,slow,loud,high,neutral
V22_S26.wav,"Voice: young, male, high pitch, and thick texture.","Style: slow speed, loud, high arousal, positive valence.",V22,S26,high,slow,loud,high,positive
V22_S27.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, low arousal, negative valence.",V22,S27,high,normal,quiet,low,negative
V22_S28.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, low arousal, neutral valence.",V22,S28,high,normal,quiet,low,neutral
V22_S29.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, low arousal, positive valence.",V22,S29,high,normal,quiet,low,positive
V22_S30.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, neutral arousal, negative valence.",V22,S30,high,normal,quiet,neutral,negative
V22_S31.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, neutral arousal, neutral valence.",V22,S31,high,normal,quiet,neutral,neutral
V22_S32.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, neutral arousal, positive valence.",V22,S32,high,normal,quiet,neutral,positive
V22_S33.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, high arousal, negative valence.",V22,S33,high,normal,quiet,high,negative
V22_S34.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, high arousal, neutral valence.",V22,S34,high,normal,quiet,high,neutral
V22_S35.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, quiet, high arousal, positive valence.",V22,S35,high,normal,quiet,high,positive
V22_S36.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, low arousal, negative valence.",V22,S36,high,normal,normal,low,negative
V22_S37.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, low arousal, neutral valence.",V22,S37,high,normal,normal,low,neutral
V22_S38.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, low arousal, positive valence.",V22,S38,high,normal,normal,low,positive
V22_S39.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, neutral arousal, negative valence.",V22,S39,high,normal,normal,neutral,negative
V22_S40.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, neutral arousal, neutral valence.",V22,S40,high,normal,normal,neutral,neutral
V22_S41.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, neutral arousal, positive valence.",V22,S41,high,normal,normal,neutral,positive
V22_S42.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, high arousal, negative valence.",V22,S42,high,normal,normal,high,negative
V22_S43.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, high arousal, neutral valence.",V22,S43,high,normal,normal,high,neutral
V22_S44.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, normal loudness, high arousal, positive valence.",V22,S44,high,normal,normal,high,positive
V22_S45.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, low arousal, negative valence.",V22,S45,high,normal,loud,low,negative
V22_S46.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, low arousal, neutral valence.",V22,S46,high,normal,loud,low,neutral
V22_S47.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, low arousal, positive valence.",V22,S47,high,normal,loud,low,positive
V22_S48.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, neutral arousal, negative valence.",V22,S48,high,normal,loud,neutral,negative
V22_S49.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, neutral arousal, neutral valence.",V22,S49,high,normal,loud,neutral,neutral
V22_S50.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, neutral arousal, positive valence.",V22,S50,high,normal,loud,neutral,positive
V22_S51.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, high arousal, negative valence.",V22,S51,high,normal,loud,high,negative
V22_S52.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, high arousal, neutral valence.",V22,S52,high,normal,loud,high,neutral
V22_S53.wav,"Voice: young, male, high pitch, and thick texture.","Style: normal speed, loud, high arousal, positive valence.",V22,S53,high,normal,loud,high,positive
V22_S54.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, low arousal, negative valence.",V22,S54,high,fast,quiet,low,negative
V22_S55.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, low arousal, neutral valence.",V22,S55,high,fast,quiet,low,neutral
V22_S56.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, low arousal, positive valence.",V22,S56,high,fast,quiet,low,positive
V22_S57.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, neutral arousal, negative valence.",V22,S57,high,fast,quiet,neutral,negative
V22_S58.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, neutral arousal, neutral valence.",V22,S58,high,fast,quiet,neutral,neutral
V22_S59.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, neutral arousal, positive valence.",V22,S59,high,fast,quiet,neutral,positive
V22_S60.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, high arousal, negative valence.",V22,S60,high,fast,quiet,high,negative
V22_S61.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, high arousal, neutral valence.",V22,S61,high,fast,quiet,high,neutral
V22_S62.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, quiet, high arousal, positive valence.",V22,S62,high,fast,quiet,high,positive
V22_S63.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, low arousal, negative valence.",V22,S63,high,fast,normal,low,negative
V22_S64.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, low arousal, neutral valence.",V22,S64,high,fast,normal,low,neutral
V22_S65.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, low arousal, positive valence.",V22,S65,high,fast,normal,low,positive
V22_S66.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, neutral arousal, negative valence.",V22,S66,high,fast,normal,neutral,negative
V22_S67.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, neutral arousal, neutral valence.",V22,S67,high,fast,normal,neutral,neutral
V22_S68.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, neutral arousal, positive valence.",V22,S68,high,fast,normal,neutral,positive
V22_S69.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, high arousal, negative valence.",V22,S69,high,fast,normal,high,negative
V22_S70.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, high arousal, neutral valence.",V22,S70,high,fast,normal,high,neutral
V22_S71.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, normal loudness, high arousal, positive valence.",V22,S71,high,fast,normal,high,positive
V22_S72.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, low arousal, negative valence.",V22,S72,high,fast,loud,low,negative
V22_S73.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, low arousal, neutral valence.",V22,S73,high,fast,loud,low,neutral
V22_S74.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, low arousal, positive valence.",V22,S74,high,fast,loud,low,positive
V22_S75.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, neutral arousal, negative valence.",V22,S75,high,fast,loud,neutral,negative
V22_S76.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, neutral arousal, neutral valence.",V22,S76,high,fast,loud,neutral,neutral
V22_S77.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, neutral arousal, positive valence.",V22,S77,high,fast,loud,neutral,positive
V22_S78.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, high arousal, negative valence.",V22,S78,high,fast,loud,high,negative
V22_S79.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, high arousal, neutral valence.",V22,S79,high,fast,loud,high,neutral
V22_S80.wav,"Voice: young, male, high pitch, and thick texture.","Style: fast speed, loud, high arousal, positive valence.",V22,S80,high,fast,loud,high,positive
V23_S0.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, low arousal, negative valence.",V23,S0,high,slow,quiet,low,negative
V23_S1.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, low arousal, neutral valence.",V23,S1,high,slow,quiet,low,neutral
V23_S2.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, low arousal, positive valence.",V23,S2,high,slow,quiet,low,positive
V23_S3.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, neutral arousal, negative valence.",V23,S3,high,slow,quiet,neutral,negative
V23_S4.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, neutral arousal, neutral valence.",V23,S4,high,slow,quiet,neutral,neutral
V23_S5.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, neutral arousal, positive valence.",V23,S5,high,slow,quiet,neutral,positive
V23_S6.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, high arousal, negative valence.",V23,S6,high,slow,quiet,high,negative
V23_S7.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, high arousal, neutral valence.",V23,S7,high,slow,quiet,high,neutral
V23_S8.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, quiet, high arousal, positive valence.",V23,S8,high,slow,quiet,high,positive
V23_S9.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, low arousal, negative valence.",V23,S9,high,slow,normal,low,negative
V23_S10.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, low arousal, neutral valence.",V23,S10,high,slow,normal,low,neutral
V23_S11.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, low arousal, positive valence.",V23,S11,high,slow,normal,low,positive
V23_S12.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, neutral arousal, negative valence.",V23,S12,high,slow,normal,neutral,negative
V23_S13.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, neutral arousal, neutral valence.",V23,S13,high,slow,normal,neutral,neutral
V23_S14.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, neutral arousal, positive valence.",V23,S14,high,slow,normal,neutral,positive
V23_S15.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, high arousal, negative valence.",V23,S15,high,slow,normal,high,negative
V23_S16.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, high arousal, neutral valence.",V23,S16,high,slow,normal,high,neutral
V23_S17.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, normal loudness, high arousal, positive valence.",V23,S17,high,slow,normal,high,positive
V23_S18.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, low arousal, negative valence.",V23,S18,high,slow,loud,low,negative
V23_S19.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, low arousal, neutral valence.",V23,S19,high,slow,loud,low,neutral
V23_S20.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, low arousal, positive valence.",V23,S20,high,slow,loud,low,positive
V23_S21.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, neutral arousal, negative valence.",V23,S21,high,slow,loud,neutral,negative
V23_S22.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, neutral arousal, neutral valence.",V23,S22,high,slow,loud,neutral,neutral
V23_S23.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, neutral arousal, positive valence.",V23,S23,high,slow,loud,neutral,positive
V23_S24.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, high arousal, negative valence.",V23,S24,high,slow,loud,high,negative
V23_S25.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, high arousal, neutral valence.",V23,S25,high,slow,loud,high,neutral
V23_S26.wav,"Voice: young, male, high pitch, and clear texture.","Style: slow speed, loud, high arousal, positive valence.",V23,S26,high,slow,loud,high,positive
V23_S27.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, low arousal, negative valence.",V23,S27,high,normal,quiet,low,negative
V23_S28.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, low arousal, neutral valence.",V23,S28,high,normal,quiet,low,neutral
V23_S29.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, low arousal, positive valence.",V23,S29,high,normal,quiet,low,positive
V23_S30.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, neutral arousal, negative valence.",V23,S30,high,normal,quiet,neutral,negative
V23_S31.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, neutral arousal, neutral valence.",V23,S31,high,normal,quiet,neutral,neutral
V23_S32.wav,"Voice: young, male, high pitch, and clear texture.","Style: normal speed, quiet, neutral arousal, positive valence.",V23,S32,high,normal,quiet,neutral,positive
